width	height	description	isModerated	moderatedBy	predicted
8_10_487	691	53	надевал на себя что	1	Norlist	
8_10_488	629	73	надевал на себя что	1	Norlist	
8_10_489	710	91	надевал на себя что	1	Norlist	
8_10_490	657	69	надевал на себя что	1	Norlist	
8_10_491	638	100	надевал на себя что	1	Daniyar Borisovich	
8_10_492	716	97	надевал на себя что	1	Daniyar Borisovich	
8_10_493	607	89	надевал на себя что	1	Norlist	
8_10_496	627	83	надевал на себя что	1	Norlist	
8_10_498	936	91	надевал на себя что	1	Daniyar Borisovich	
8_10_501	598	83	надевал на себя что	1	Norlist	
8_10_503	742	103	надевал на себя что	1	Daniyar Borisovich	
8_10_505	760	87	надевал на себя что	1	Daniyar Borisovich	
8_10_507	937	70	надевал на себя что	1	Daniyar Borisovich	
8_10_508	659	79	надевал на себя что	1	Daniyar Borisovich	
8_10_509	620	83	надевал на себя что	1	Norlist	
8_10_510	875	98	надевал на себя что	1	Daniyar Borisovich	
8_10_511	669	101	надевал на себя что	1	Daniyar Borisovich	
8_10_512	677	112	надевал на себя что	1	Daniyar Borisovich	
8_10_513	640	91	надевал на себя что	1	Daniyar Borisovich	
8_10_514	656	75	надевал на себя что	1	Norlist	
8_10_515	635	73	надевал на себя что	1	Norlist	
8_10_516	696	77	надевал на себя что	1	Norlist	
8_10_517	578	100	надевал на себя что	1	Daniyar Borisovich	
8_10_519	422	56	надевал на себя что	1	Norlist	
8_10_521	611	71	надевал на себя что	1	Norlist	
8_10_522	583	87	надевал на себя что	1	Norlist	
8_10_523	679	90	надевал на себя что	1	Norlist	
8_10_524	723	71	надевал на себя что	1	Daniyar Borisovich	
8_10_525	713	86	надевал на себя что	1	Norlist	
8_10_526	666	93	надевал на себя что	1	Daniyar Borisovich	
8_10_527	712	92	надевал на себя что	1	Norlist	
8_10_827	661	68	надевал на себя что	1	Norlist	
8_10_829	566	76	надевал на себя что	1	Norlist	
8_10_832	460	84	надевал на себя что	1	Norlist	
8_10_833	651	87	надевал на себя что	1	Norlist	
8_10_834	609	97	надевал на себя что	1	Norlist	
8_10_835	595	81	надевал на себя что	1	Norlist	
8_10_836	700	89	надевал на себя что,	1	Norlist	
8_10_837	672	101	надевал на себя что	1	Norlist	
8_10_838	569	87	надевал на себя что	1	Norlist	
8_10_839	705	100	надевал на себя что	1	Norlist	
8_10_840	709	91	надевал на себя что	1	Norlist	
8_10_841	625	70	надевал на себя что	1	Norlist	
8_10_842	576	87	надевал на себя что	1	Norlist	
8_10_843	626	55	надевал на себя что	1	Norlist	
8_10_844	704	54	надевал на себя что	1	Norlist	
8_10_845	603	86	надевал на себя что	1	Norlist	
8_10_846	598	64	надевал на себя что	1	Norlist	
8_10_847	655	68	надевал на себя что	1	Norlist	
8_10_848	595	82	надевал на себя что	1	Norlist	
8_10_849	680	78	надевал на себя что	1	Norlist	
8_10_850	672	80	надевал на себя что	1	Norlist	
8_10_851	686	85	надевал на себя что	1	Norlist	
8_10_852	650	81	надевал на себя что	1	Norlist	
8_11_472	524	66	сеял рожь, покрывал	1	Norlist	
8_11_473	683	89	сеял рожь, по крывал	1	Daniyar Borisovich	
8_11_475	516	63	сеял рожь, покрывал	1	Norlist	
8_11_477_	672	45	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_478	648	64	сеял рожь, покрывал	1	Norlist	
8_11_479	629	69	сеял рожь, покрывал	1	Norlist	
8_11_480_	702	79	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_483	649	82	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_484	617	83	сеял рожь, покрывал	1	Norlist	
8_11_485	567	80	сеял рожь, покрывал	1	Norlist	
8_11_487	607	60	сеял рожь, покрывал	1	Norlist	
8_11_488	661	68	сеял рожь, покрывал	1	Norlist	
8_11_489	702	82	сеял рожь, покрывал	1	Norlist	
8_11_490	593	61	сеял рожь, покрывал	1	Norlist	
8_11_491	622	84	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_492	694	94	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_493	568	83	сеял рожь, покрывал	1	Norlist	
8_11_495	674	88	сеял рожь, покрывал	1	Norlist	
8_11_496	583	74	сеял рожь, покрывал	1	Norlist	
8_11_497	704	45	сеял рожь, покрывал	1	Norlist	
8_11_501	565	75	сеял рожь, покрывал	1	Norlist	
8_11_502	676	98	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_503	680	91	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_504	647	77	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_505	681	87	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_506_	727	59	сеял рожь покрывал	1	Daniyar Borisovich	
8_11_507	800	81	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_508	679	68	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_509	625	79	сеял рожь, покрывал	1	Norlist	
8_11_510	804	100	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_511	655	89	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_512	620	95	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_513	605	91	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_514	676	79	сеял южь, покрывал	1	Norlist	
8_11_515	639	65	сеял рожь, покрывал	1	Norlist	
8_11_516	671	63	сеяль рожь, покрывал	1	Norlist	
8_11_517	588	75	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_519	393	55	сеял рожь, покрывал	1	Norlist	
8_11_521	640	62	сеял рожь, покрывал	1	Norlist	
8_11_522	576	77	сеял рожь, покрывал	1	Norlist	
8_11_523	628	75	сеял рожь, покрывал	1	Norlist	
8_11_524	707	109	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_525	716	88	сеял рожь, по-крывал	1	Norlist	
8_11_526	663	89	сеял рожь, покрывал	1	Daniyar Borisovich	
8_11_527	693	93	сеял рожь, покрывал	1	Norlist	
8_11_829	579	68	сеял рожь, покрывал	1	Norlist	
8_11_832	441	80	сеял рожь, покрывал	1	Norlist	
8_11_833	585	63	сеял рожь, покрывал	1	Norlist	
8_11_834	626	92	сеял рожь, покрывал	1	Norlist	
8_11_836	704	70	сеял рожь, покрывал	1	Norlist	
8_11_837	668	79	сеял рожь, покрывал	1	Norlist	
8_11_838	555	75	сеял рожь, покрывал	1	Norlist	
8_11_839	651	77	сеял рожь, покрывал	1	Norlist	
8_11_840	719	75	сеял рожь, покрывал	1	Norlist	
8_11_841	617	60	сеял рожь, покрывал	1	Norlist	
8_11_842	603	68	сеял рожь, покрывал	1	Norlist	
8_11_843	611	95	сеял рожь, покрывал	1	Norlist	
8_11_844	696	55	сеял рожь, покрывал	1	Norlist	
8_11_845	566	97	сеял рожь, покрывал	1	Norlist	
8_11_846	581	56	сеял рожь, покрывал	1	Norlist	
8_11_847	661	73	сеял рожь, покрывал	1	Norlist	
8_11_848	523	79	сеял рожь, покрывал	1	Norlist	
8_11_849	666	76	сеял рожь, покрывал	1	Norlist	
8_11_850	704	67	сеял рожь, покрывал	1	Norlist	
8_11_851	677	79	сеял рожь, покрывал	1	Norlist	
8_11_852	644	69	сеял рожь, покрывал	1	Norlist	
8_12_472	409	40	и не только пил	1	Norlist	
8_12_473	564	48	и не пил только	1	Daniyar Borisovich	
8_12_475	492	39	и не пил только	1	Norlist	
8_12_476	536	43	и не пил только	1	Daniyar Borisovich	
8_12_477_	656	42	и не пил только	1	Daniyar Borisovich	
8_12_478	646	43	и не пил только	1	Norlist	
8_12_479	470	41	и не пил только	1	Norlist	
8_12_480_	617	40	и не пил только	1	Daniyar Borisovich	
8_12_481	563	33	и не пил только	1	Norlist	
8_12_482	664	41	и не пил только	1	Norlist	
8_12_483	598	41	и не пил только	1	Daniyar Borisovich	
8_12_484	564	39	и не пил только	1	Norlist	
8_12_485	481	38	и не пил только	1	Norlist	
8_12_486_	573	63	и не пил только	1	Daniyar Borisovich	
8_12_487	543	52	и не пил только	1	Norlist	
8_12_488	630	49	и не пил только	1	Norlist	
8_12_489	590	41	и не пил только	1	Norlist	
8_12_490	536	37	и не пил только	1	Norlist	
8_12_491	572	32	и не пил только	1	Daniyar Borisovich	
8_12_492	618	46	и не пил только	1	Daniyar Borisovich	
8_12_493	507	58	и не пил только	1	Norlist	
8_12_494	599	47	и не пил только	1	Daniyar Borisovich	
8_12_495	553	39	и не пил только	1	Norlist	
8_12_496	532	36	и не пил только	1	Norlist	
8_12_501	475	49	и не пил только	1	Norlist	
8_12_502	624	57	и не пил только	1	Daniyar Borisovich	
8_12_503	646	49	и не пил только	1	Daniyar Borisovich	
8_12_504	590	58	и не пил только	1	Daniyar Borisovich	
8_12_505	670	40	и не пил только	1	Daniyar Borisovich	
8_12_506	730	40	и не пил только	1	Daniyar Borisovich	
8_12_508	610	38	и не пил только	1	Daniyar Borisovich	
8_12_509	515	38	и не пил только	1	Norlist	
8_12_510	650	53	и не пил только	1	Daniyar Borisovich	
8_12_511	631	41	и не пил только	1	Daniyar Borisovich	
8_12_512	578	59	и не пил только	1	Daniyar Borisovich	
8_12_513	548	47	и не пил только	1	Daniyar Borisovich	
8_12_514	580	50	и не пил только	1	Norlist	
8_12_515	475	46	и не пил только	1	Norlist	
8_12_516	585	33	и не пил только	1	Norlist	
8_12_517	502	38	и не пил только	1	Daniyar Borisovich	
8_12_519	363	42	и не пил только	1	Norlist	
8_12_521	546	38	и не пил только	1	Norlist	
8_12_522	495	38	и не пил только	1	Norlist	
8_12_523	545	38	и не пил только	1	Norlist	
8_12_524	647	41	и не пил только	1	Daniyar Borisovich	
8_12_525	572	42	и не пил только	1	Norlist	
8_12_526	599	44	и не пил только	1	Daniyar Borisovich	
8_12_527	600	39	и не пил только	1	Norlist	
8_12_597	577	28	и не пил только	1	Norlist	
8_12_607	621	33	и не пил только	1	Norlist	
8_12_828	572	62	и не тил только	1	Norlist	
8_12_829	452	48	и не пил только	1	Norlist	
8_12_831	664	58	и не пил только	1	Norlist	
8_12_832	359	44	и не пил только	1	Norlist	
8_12_833	573	38	и не пил только	1	Norlist	
8_12_834	530	60	и не пил только	1	Norlist	
8_12_835	568	50	и не пил только	1	Norlist	
8_12_836	543	44	и не пил только	1	Norlist	
8_12_837	602	47	и не пил только	1	Norlist	
8_12_838	477	41	и не пил только	1	Norlist	
8_12_839	522	49	и не пил только	1	Norlist	
8_12_841	523	29	и не пил только	1	Norlist	
8_12_842	508	57	и не пил только	1	Norlist	
8_12_843	525	32	и не пил только	1	Norlist	
8_12_844	608	28	и не пил только	1	Norlist	
8_12_845	527	47	и не пил только	1	Norlist	
8_12_846	494	50	и не пил только	1	Norlist	
8_12_847	537	36	и не пил только	1	Norlist	
8_12_848	510	35	и не пил только	1	Norlist	
8_12_849	655	30	и не пил только	1	Norlist	
8_12_850	562	47	и не пил только	1	Norlist	
8_12_851	594	53	и не пил только	1	Norlist	
8_12_852	562	48	и не пил только	1	Norlist	
8_13_472	258	78	Я впустил	1	Norlist	
8_13_473	388	79	Я впустил	1	Daniyar Borisovich	
8_13_475	336	71	Я впустил	1	Norlist	
8_13_477_	409	62	Я впустил	1	Daniyar Borisovich	
8_13_478	483	74	Я впустил	1	Norlist	
8_13_479	347	91	Я впустил	1	Norlist	
8_13_480_	416	79	Я впустил	1	Daniyar Borisovich	
8_13_481	388	76	Я впустил	1	Norlist	
8_13_482	496	81	Я впустил	1	Norlist	
8_13_483	327	82	Я впустил	1	Daniyar Borisovich	
8_13_484	377	74	Я впустил	1	Norlist	
8_13_485	318	69	Я впустил	1	Norlist	
8_13_487	397	58	Я выпустил	1	Norlist	
8_13_488	389	69	Я впустил	1	Norlist	
8_13_489	428	104	Я впустил	1	Norlist	
8_13_490	356	73	Я впустил	1	Norlist	
8_13_491	357	104	Я впустил	1	Daniyar Borisovich	
8_13_492	427	85	Я впустил	1	Daniyar Borisovich	
8_13_493	324	107	Я впустил	1	Norlist	
8_13_494	387	75	Я впустил	1	Daniyar Borisovich	
8_13_495	334	87	Я впустил	1	Norlist	
8_13_496	362	83	Я впустил	1	Norlist	
8_13_497	328	55	Я впустил	1	Norlist	
8_13_498	485	86	Я впустил	1	Daniyar Borisovich	
8_13_501	312	73	Я впустил	1	Norlist	
8_13_502	458	99	Я впустил	1	Daniyar Borisovich	
8_13_504	421	96	Я впустил	1	Daniyar Borisovich	
8_13_505	405	107	Я впустил	1	Daniyar Borisovich	
8_13_506_	462	86	Я впустил	1	Daniyar Borisovich	
8_13_507	403	70	Я впустил	1	Norlist	
8_13_508	337	89	Я впустил	1	Daniyar Borisovich	
8_13_509	330	73	Я впустил	1	Norlist	
8_13_511	417	93	Я впустил	1	Daniyar Borisovich	
8_13_512	340	79	Я впустил	1	Daniyar Borisovich	
8_13_514	373	77	Я впустил	1	Norlist	
8_13_515	336	81	Я впустил	1	Norlist	
8_13_516	432	62	Я впустил	1	Norlist	
8_13_517	343	71	Я впустил	1	Daniyar Borisovich	
8_13_519	240	66	Я впустил	1	Norlist	
8_13_521	397	71	Я впустил	1	Norlist	
8_13_522	324	73	Я впустил	1	Norlist	
8_13_523	358	93	Я впустил	1	Norlist	
8_13_525	411	96	Я впустил	1	Norlist	
8_13_526	425	102	Я впустил	1	Daniyar Borisovich	
8_13_527	400	83	Я впустил	1	Norlist	
8_13_828	398	125	Я впустил	1	Norlist	
8_13_829	352	69	Я впустил	1	Norlist	
8_13_832	243	78	Я впустил	1	Norlist	
8_13_833	313	88	Я впустил	1	Norlist	
8_13_834	352	101	Я впустил	1	Norlist	
8_13_835	344	99	Я впустил	1	Norlist	
8_13_836	361	84	Я впустил	1	Norlist	
8_13_837	505	89	Я впустил	1	Norlist	
8_13_838	280	97	Я впустил	1	Norlist	
8_13_839	361	84	Я впустил	1	Norlist	
8_13_841	310	75	Я впустил	1	Norlist	
8_13_842	315	76	Я впустил	1	Norlist	
8_13_843	346	91	Я впустил	1	Norlist	
8_13_844	390	52	Я впустил	1	Norlist	
8_13_845	344	100	Я впустил	1	Norlist	
8_13_846	292	70	Я впустил	1	Norlist	
8_13_847	316	72	Я впустил	1	Norlist	
8_13_848	328	73	Я впустил	1	Norlist	
8_13_849	431	76	Я впустил	1	Norlist	
8_13_850	396	88	Я впустил	1	Norlist	
8_13_851	340	87	Я впустил	1	Norlist	
8_13_852	353	75	Я впустил	1	Norlist	
8_14_472	490	65	вороненый зрачок	1	Norlist	
8_14_473	630	93	вороненый зрочок	1	Daniyar Borisovich	
8_14_475	518	73	вороненый зрачок	1	Norlist	
8_14_477_	609	63	вороненый зрачок	1	Daniyar Borisovich	
8_14_478	641	73	вороненый зрачок	1	Norlist	
8_14_479	537	88	вороненый зрачок	1	Norlist	
8_14_480_	619	86	вороненый зрачок	1	Daniyar Borisovich	
8_14_481	609	84	вороненый зрачок	1	Norlist	
8_14_482	683	83	вороненый зрачок	1	Norlist	
8_14_483	579	77	вороненый зрачок	1	Daniyar Borisovich	
8_14_484	552	81	вороненый зрачок	1	Norlist	
8_14_485	516	74	вороненый зрачок	1	Norlist	
8_14_488	640	78	вороненый зрачок	1	Norlist	
8_14_489	632	88	вороненый зрачок	1	Norlist	
8_14_490	557	77	вороненый зрачок	1	Norlist	
8_14_491	558	104	вороненый зрачок	1	Daniyar Borisovich	
8_14_492	674	95	вороненый зрачок	1	Daniyar Borisovich	
8_14_493	522	96	вороненый зрачок	1	Norlist	
8_14_494	683	93	вороненый зрачок	1	Daniyar Borisovich	
8_14_495	368	75	воронений	1	Norlist	
8_14_496	536	90	вороненый зрачок	1	Norlist	
8_14_497	706	56	вороненый зрачок	1	Daniyar Borisovich	
8_14_498	708	113	вороненый зрачок	1	Daniyar Borisovich	
8_14_501	460	81	вороненый зрачок	1	Norlist	
8_14_502	645	108	вороненый зрачок	1	Daniyar Borisovich	
8_14_504	601	87	вороненький зрачок	1	Daniyar Borisovich	
8_14_505	593	111	вороненый зрачок	1	Daniyar Borisovich	
8_14_508	555	74	вороненый зрачок	1	Daniyar Borisovich	
8_14_509	571	83	вороненый зрачок	1	Norlist	
8_14_511	652	90	вороненый зрачок	1	Daniyar Borisovich	
8_14_512	620	99	вороненый зрачок	1	Daniyar Borisovich	
8_14_514	632	68	вороненый зрачок	1	Norlist	
8_14_515	540	87	вороненый зрачок	1	Norlist	
8_14_516	587	78	вороненый зрачок	1	Norlist	
8_14_517	555	82	вороненый зрачок	1	Daniyar Borisovich	
8_14_519	402	77	вороненый зрачок	1	Norlist	
8_14_521	605	72	вороненый зрачок	1	Norlist	
8_14_522	488	87	вороненый зрачок	1	Norlist	
8_14_523	513	90	вороненый зрачок	1	Norlist	
8_14_525	647	89	вороненый зрачок	1	Norlist	
8_14_526	383	101	вороненый	1	Daniyar Borisovich	
8_14_527	681	81	вороненый зрачок	1	Norlist	
8_14_828	636	98	вороненый зрачок	1	Norlist	
8_14_829	568	80	вороненый зрачок	1	Norlist	
8_14_830_	528	76	вороненый зрачок	1	Norlist	
8_14_832	389	79	вороненый зрачок	1	Norlist	
8_14_833	575	76	вороненый зрачок	1	Norlist	
8_14_834	556	102	вороненый зрачок	1	Norlist	
8_14_835	344	77	вороненый	1	Norlist	
8_14_836	653	72	вороненый зрачок	1	Norlist	
8_14_837	635	82	вороненый зрачок	1	Norlist	
8_14_838	470	103	вороненый зрачок	1	Norlist	
8_14_839	643	100	вороненый зрачок	1	Norlist	
8_14_840	483	105	вороненыи зрачок	1	Norlist	
8_14_841	516	84	вороненый зрачок	1	Norlist	
8_14_842	541	79	вороненый зрачок	1	Norlist	
8_14_843	606	92	вороненый зрачок	1	Norlist	
8_14_844	707	86	воронежныи зрачек	1	Norlist	
8_14_845	544	91	вороненый зрачок	1	Norlist	
8_14_846	593	78	вороненый зрачок	1	Norlist	
8_14_847	553	93	вороненый зрачок	1	Norlist	
8_14_848	464	69	вороненый зрачок	1	Norlist	
8_14_849	608	80	вороненый зрачок	1	Norlist	
8_14_850	626	97	вороненый зрочок	1	Norlist	
8_14_851	650	84	вороненый зрачок	1	Norlist	
8_14_852	558	84	вороненый зрачок	1	Norlist	
8_15_472	242	45	жрал хлеб	1	Norlist	
8_15_473	399	78	жрал хлеб	1	Daniyar Borisovich	
8_15_475	327	60	жрал хлеб	1	Norlist	
8_15_476	465	71	жрал хлеб	1	Daniyar Borisovich	
8_15_477_	475	58	жрал хлеб	1	Daniyar Borisovich	
8_15_478	473	63	жрал хлеб	1	Norlist	
8_15_479	319	90	жрал хлеб	1	Norlist	
8_15_480_	367	83	жрал хлеб	1	Daniyar Borisovich	
8_15_481	423	95	жрал хлеб	1	Norlist	
8_15_482	521	78	жрал хлеб	1	Norlist	
8_15_483	407	86	жрал хлеб	1	Daniyar Borisovich	
8_15_484	409	71	жрал хлеб	1	Norlist	
8_15_485	358	81	жрал хлеб	1	Norlist	
8_15_488	381	76	жрал хлеб	1	Norlist	
8_15_489	428	85	жрал хлеб	1	Norlist	
8_15_490	371	67	жрал хлеб	1	Norlist	
8_15_491	367	91	жрал хлеб	1	Daniyar Borisovich	
8_15_492	459	83	жрал хлеб	1	Daniyar Borisovich	
8_15_493	325	85	жрал хлеб	1	Norlist	
8_15_494	406	94	жрал хлеб	1	Daniyar Borisovich	
8_15_495	413	78	жрал хлеб	1	Norlist	
8_15_496	342	87	жрал хлеб	1	Norlist	
8_15_497	363	60	жрал хлеб	1	Norlist	
8_15_498	490	85	жрал хлеб	1	Daniyar Borisovich	
8_15_501	346	103	жрал хлеб	1	Norlist	
8_15_502	432	93	жрал хлеб	1	Daniyar Borisovich	
8_15_503	458	98	жрал хлеб	1	Daniyar Borisovich	
8_15_504	388	93	жрал хлеб	1	Daniyar Borisovich	
8_15_505	399	84	жрал хлеб	1	Daniyar Borisovich	
8_15_508	428	76	жрал хлеб	1	Daniyar Borisovich	
8_15_509	356	77	жрал хлеб	1	Norlist	
8_15_511	488	72	жрал хлеб	1	Daniyar Borisovich	
8_15_512	365	96	жрал хлеб	1	Daniyar Borisovich	
8_15_513	370	82	жрал хлеб	1	Daniyar Borisovich	
8_15_514	432	72	жрал хлеб	1	Norlist	
8_15_515	338	65	жрал хлеб	1	Norlist	
8_15_516	398	73	жрал хлеб	1	Norlist	
8_15_517	363	91	жрал хлеб	1	Daniyar Borisovich	
8_15_519	270	61	жрал хлеб	1	Norlist	
8_15_521	447	66	жрал хлеб	1	Norlist	
8_15_522	353	89	жрал хлеб	1	Norlist	
8_15_523	347	87	жрал хлеб	1	Norlist	
8_15_525	410	91	жрал хлеб	1	Norlist	
8_15_526	414	76	жрал хлеб	1	Daniyar Borisovich	
8_15_527	436	101	жрал хлеб	1	Norlist	
8_15_827	421	99	жрал хлеб	1	Norlist	
8_15_829	346	72	жрал хлеб	1	Norlist	
8_15_831	497	100	жрал хлеб	1	Norlist	
8_15_832	277	64	жрал хлеб	1	Norlist	
8_15_833	330	53	жрал хлеб	1	Norlist	
8_15_834	372	82	жрал хлеб	1	Norlist	
8_15_835	422	68	жрал хлеб	1	Norlist	
8_15_836	423	78	жрал хлеб	1	Norlist	
8_15_837	472	79	жрал хлеб	1	Norlist	
8_15_838	324	65	жрал хлеб	1	Norlist	
8_15_839	410	99	жрал хлеб	1	Norlist	
8_15_840	470	82	жрал хлеб	1	Norlist	
8_15_841	326	52	жрал хлеб	1	Norlist	
8_15_842	383	75	жрал хлеб	1	Norlist	
8_15_843	381	72	жрал хлеб	1	Norlist	
8_15_844	397	81	жрал хлеб	1	Norlist	
8_15_845	352	81	жрал хлеб	1	Norlist	
8_15_846	322	56	жрал хлеб	1	Norlist	
8_15_847	354	59	жрал хлеб	1	Norlist	
8_15_848	397	85	жрал хлеб	1	Norlist	
8_15_849	473	68	жрал хлеб	1	Norlist	
8_15_850	405	70	жрал хлеб	1	Norlist	
8_15_851	426	65	жрал хлеб	1	Norlist	
8_15_852	385	84	жрал хлеб	1	Norlist	
8_16_472	293	40	не оставляя	1	Norlist	
8_16_473	414	65	не оставляя	1	Daniyar Borisovich	
8_16_475	368	54	не оставляя	1	Norlist	
8_16_476	543	61	не оставляя	1	Daniyar Borisovich	
8_16_477_	425	53	не оставляя	1	Daniyar Borisovich	
8_16_478	526	56	не оставляя	1	Norlist	
8_16_479	392	62	не оставляя	1	Norlist	
8_16_480_	457	62	не оставляя	1	Daniyar Borisovich	
8_16_481	417	42	не оставляя	1	Norlist	
8_16_482	472	49	не оставляя	1	Norlist	
8_16_483	447	67	не оставляя	1	Daniyar Borisovich	
8_16_484	422	55	не оставляя	1	Norlist	
8_16_485	373	58	не оставляя	1	Norlist	
8_16_487	406	62	не оставляя	1	Daniyar Borisovich	
8_16_488	526	84	не оставляя	1	Norlist	
8_16_489	509	57	не оставляя	1	Norlist	
8_16_490	420	50	не оставляя	1	Norlist	
8_16_491	360	54	не оставляя	1	Daniyar Borisovich	
8_16_492	525	65	не оставляя	1	Daniyar Borisovich	
8_16_493	371	53	не оставляя	1	Norlist	
8_16_494	519	52	не оставляя	1	Daniyar Borisovich	
8_16_495	463	66	не оставляя	1	Norlist	
8_16_496	394	68	не оставляя	1	Norlist	
8_16_497	365	32	не оставляя	1	Norlist	
8_16_498	563	67	не оставляя	1	Daniyar Borisovich	
8_16_501	331	58	не оставляя	1	Norlist	
8_16_502	470	82	не оставляя	1	Daniyar Borisovich	
8_16_503	472	69	не оставляя	1	Daniyar Borisovich	
8_16_504	445	77	не оставляя	1	Daniyar Borisovich	
8_16_505	462	63	не оставляя	1	Daniyar Borisovich	
8_16_506_	538	69	не оставляя	1	Daniyar Borisovich	
8_16_507_	472	54	не оставляя	1	Daniyar Borisovich	
8_16_508	422	48	не оставляя	1	Daniyar Borisovich	
8_16_509	398	57	не оставляя	1	Norlist	
8_16_510	530	68	не оставляя	1	Daniyar Borisovich	
8_16_511	493	70	не оставляя	1	Daniyar Borisovich	
8_16_512	420	74	не оставляя	1	Daniyar Borisovich	
8_16_513	353	63	не оставляя	1	Daniyar Borisovich	
8_16_514	560	82	не оставляя	1	Norlist	
8_16_515	414	58	не оставляя	1	Norlist	
8_16_516	456	46	не оставляя	1	Norlist	
8_16_517	376	58	не оставляя	1	Daniyar Borisovich	
8_16_519	259	45	не оставляя	1	Norlist	
8_16_521	443	45	не оставляя	1	Norlist	
8_16_522	392	55	не оставляя	1	Norlist	
8_16_523	387	65	не оставляя	1	Norlist	
8_16_524	490	70	не оставляя	1	Daniyar Borisovich	
8_16_525	475	56	не оставляя	1	Norlist	
8_16_526	473	50	не оставляя	1	Daniyar Borisovich	
8_16_527	456	66	не оставляя	1	Norlist	
8_16_827	427	61	не оставляя	1	Norlist	
8_16_829	381	45	не оставляя	1	Norlist	
8_16_831	556	71	не оставляя	1	Norlist	
8_16_832	259	61	не оставляя	1	Norlist	
8_16_833	375	57	не оставляя	1	Norlist	
8_16_834	367	81	не оставляя	1	Norlist	
8_16_835	414	67	не оставляя	1	Norlist	
8_16_836	409	54	не оставляя	1	Norlist	
8_16_837	549	70	не оставляя	1	Norlist	
8_16_838	349	74	не оставляя	1	Norlist	
8_16_839	444	76	не оставляя	1	Norlist	
8_16_840	460	69	не оставляя	1	Norlist	
8_16_841	383	58	не оставляя	1	Norlist	
8_16_842	410	57	не оставляя	1	Norlist	
8_16_843	415	51	не оставляя	1	Norlist	
8_16_844	534	45	не оставляя	1	Norlist	
8_16_845	357	68	не оставляя	1	Norlist	
8_16_846	357	52	не оставляя	1	Norlist	
8_16_847	392	55	не оставляя	1	Norlist	
8_16_848	385	66	не оставляя	1	Norlist	
8_16_849	563	46	не оставляя	1	Norlist	
8_16_850	457	71	не оставляя	1	Norlist	
8_16_851	442	70	не оставляя	1	Norlist	
8_16_852	377	61	не оставляя	1	Norlist	
8_17_472	395	62	Позволял своим	1	Norlist	
8_17_473	519	92	Позволял своим	1	Daniyar Borisovich	
8_17_475	498	75	Позволял своим	1	Norlist	
8_17_476	709	88	Позволял своим	1	Daniyar Borisovich	
8_17_477_	515	61	Позволял своим	1	Daniyar Borisovich	
8_17_478	552	65	Позволял своим	1	Norlist	
8_17_479	507	93	Позволял своим	1	Norlist	
8_17_480_	559	86	Позволял своим	1	Daniyar Borisovich	
8_17_481	525	81	Позволял своим	1	Norlist	
8_17_482	681	95	Позволял своим	1	Norlist	
8_17_483	509	95	Позволял своим	1	Daniyar Borisovich	
8_17_484	532	91	Позволял своим	1	Norlist	
8_17_485	459	97	Позволял своим	1	Norlist	
8_17_488	590	68	Позволял своим	1	Norlist	
8_17_489	626	90	Позволял своим	1	Norlist	
8_17_490	491	79	Позволял своим	1	Norlist	
8_17_491	481	98	Позволял своим	1	Daniyar Borisovich	
8_17_493	431	94	Позволял своим	1	Norlist	
8_17_494	621	87	Позволял своим	1	Daniyar Borisovich	
8_17_495	636	86	Позволял своим	1	Norlist	
8_17_496	473	85	Позволял своим	1	Norlist	
8_17_497	515	50	Позволял своим	1	Norlist	
8_17_498	706	92	Позволял своим	1	Daniyar Borisovich	
8_17_501	434	85	Позволял своим.	1	Norlist	
8_17_502	587	98	Позволял своим	1	Daniyar Borisovich	
8_17_504	537	83	Позволял своим	1	Daniyar Borisovich	
8_17_505	567	96	Позволял своим	1	Daniyar Borisovich	
8_17_507_	602	66	Позволяясвоим	1	Daniyar Borisovich	
8_17_508	517	63	Позволял своими	1	Daniyar Borisovich	
8_17_509	443	76	Позволял своим	1	Norlist	
8_17_510	601	99	Позволял своим	1	Daniyar Borisovich	
8_17_511	558	119	Позволял своим	1	Daniyar Borisovich	
8_17_512	550	106	Позволял своим	1	Daniyar Borisovich	
8_17_513	501	90	Позволял своим	1	Daniyar Borisovich	
8_17_514	645	71	Позволял своим	1	Norlist	
8_17_515	535	69	Позволял своим	1	Norlist	
8_17_516	532	67	Позволял своим	1	Norlist	
8_17_517	489	75	Позволял своим	1	Daniyar Borisovich	
